Year,CampusMatched,CampusMatchedConfidence,ProgramInferred,Title,Researchers,Venue,Publisher,Type,DOI,URL,MatchedAffiliation,AllAffiliations,Subjects,Abstract,CrossrefQueryUsed,DiscoveryMethod,BISUAuthorEvidence,ValidationEvidence,NeedsManualReview,ContributingCampuses,CampusAttributionMethod
2025,Multiple BISU campuses,high,Computer Science,A Location-based Support Vector Regression Approach for Wet-Bulb Temperature Prediction,"Epifelward Niño O. Amora, Jose C. Agoylo, Jorton A. Tagud, Jimson A. Olaybar, Keano Nikko L. Sy, Alex C. Bacalla",2025 6th International Conference on Smart Electronics and Communication (ICOSEC),IEEE,proceedings-article,10.1109/icosec67334.2025.11459617,https://doi.org/10.1109/icosec67334.2025.11459617,"Bohol Island State University &#x2013; Candijay Campus,College of Sciences, Computer Science Department,Philippines","Bohol Island State University &#x2013; Candijay Campus,College of Sciences, Computer Science Department,Philippines | Southern Leyte State University - Tomas Oppus Campus,Faculty of Computer Studies and Information Technology,Philippines | Southern Leyte State University-Main Campus,Faculty of Computer Studies and Information Technology,Philippines | Southern Leyte State University-Main Campus,Faculty of Computer Studies and Information Technology,Philippines | Southern Leyte State University - Tomas Oppus Campus,Faculty of Computer Studies and Information Technology,Philippines | Southern Leyte State University - Tomas Oppus Campus,Faculty of Computer Studies and Information Technology,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Main Campus | Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,author-evidence,Information Technology,Design and Technical Evaluation of LISA (Local Irrigation System Assessment): A Mobile and Web-Based Platform for Farm Water Availability Monitoring,"Max Angelo Perin, Larmie Feliscuzo, Chris Jordan Aliac, Nelia Catayas",Elsevier BV,Elsevier BV,posted-content,10.2139/ssrn.5290234,https://doi.org/10.2139/ssrn.5290234,,,,,author:Max Angelo Dapitilla Perin; author:Nelia Q. Catayas,author:Max Angelo Dapitilla Perin; author:Nelia Q. Catayas,Max Angelo Dapitilla Perin,Trusted BISU author match; Crossref work affiliation missing/incomplete,YES,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,high,Computer Science,Predicting Student Entrepreneurial Intentions: A Comparative Analysis of Machine Learning Models,"Darrel A. Cardaña, Danie D. Baldesco, Renante Avergonzado, Jennifer Gasatan, Mae P. Bas, Renan Sale","2025 IEEE International Conference on Industry 4.0, Artificial Intelligence, and Communications Technology (IAICT)",IEEE,proceedings-article,10.1109/iaict65714.2025.11100509,https://doi.org/10.1109/iaict65714.2025.11100509,"Bohol Island State University-Bilar Campus,College of Technology,Bilar,Bohol,Philippines","Bohol Island State University-Bilar Campus,College of Technology,Bilar,Bohol,Philippines | Bohol Island State University-Bilar Campus,College of Technology,Bilar,Bohol,Philippines | Bohol Island State University-Bilar Campus,College of Technology,Bilar,Bohol,Philippines | Bohol Island State University-Bilar Campus,College of Technology,Bilar,Bohol,Philippines | Bohol Island State University-Bilar Campus,College of Teacher Education,Bilar,Bohol,Philippines | Bohol Island State University-Bilar Campus,College of Teacher Education,Bilar,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Danie D. Baldesco; author:Darrel A. Cardaña; author:Jennifer Gasatan; author:Mae P. Bas; author:Renan Sale; author:Renante Avergonzado,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Danie D. Baldesco; author:Darrel A. Cardaña; author:Jennifer Gasatan; author:Mae P. Bas; author:Renan Sale; author:Renante Avergonzado,Darrel A. Cardaña; Danie D. Baldesco; Renante Avergonzado; Jennifer Gasatan; Mae P. Bas; Renan Sale,Crossref BISU affiliation,NO,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,author-evidence,Computer Science,Development of an Intelligent Application Programming Interface (API) to Recognize and Transliterate Baybayin to Latin using k-NN Algorithm,"Max Angelo Perin, Darrel Cardaña, Cecilia Gumanoy",Elsevier BV,Elsevier BV,posted-content,10.2139/ssrn.5354183,https://doi.org/10.2139/ssrn.5354183,,,,,author:Cecilia T. Gumanoy; author:Darrel A. Cardaña; author:Max Angelo Dapitilla Perin,author:Cecilia T. Gumanoy; author:Darrel A. Cardaña; author:Max Angelo Dapitilla Perin,Max Angelo Dapitilla Perin,Trusted BISU author match; Crossref work affiliation missing/incomplete,YES,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Multiple BISU campuses,high,Computer Science,Modeling the Risk of Sleep Disruption in Children based on Screen Time Behaviors using Unsupervised Learning,"Epifelward Niño O. Amora, Shella C. Olaguir",2025 3rd International Conference on Self Sustainable Artificial Intelligence Systems (ICSSAS),IEEE,proceedings-article,10.1109/icssas66150.2025.11080986,https://doi.org/10.1109/icssas66150.2025.11080986,"Bohol Island State University - Balilihan Campus,College of Computing and Information Sciences,Philippines","Bohol Island State University - Candijay Campus,College of Sciences,Department of Computer Science,Philippines | Bohol Island State University - Balilihan Campus,College of Computing and Information Sciences,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Marc Benigno Olaguir; author:Shella C. Olaguir,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora; author:Marc Benigno Olaguir; author:Shella C. Olaguir,Epifelward Niño O. Amora; Shella C. Olaguir,Crossref BISU affiliation,NO,Balilihan Campus | Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Information Technology,Cybersecurity and IT Governance in ASEAN: A Data-Driven Evaluation Framework,"Epifelward Niño O. Amora, Jose C. Agoylo, Jimson A. Olaybar, Josephine C. Muñasque, Jorton A. Tagud, Felicisimo V. Wenceslao",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),IEEE,proceedings-article,10.1109/icscds65426.2025.11167631,https://doi.org/10.1109/icscds65426.2025.11167631,"Bohol Island State University,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University,College of Sciences,Department of Computer Science,Philippines | Southern Leyte State University,College of Computer Studies and Information Technology,Philippines | Southern Leyte State University,College of Computer Studies and Information Technology,Philippines | Southern Leyte State University,College of Computer Studies and Information Technology,Philippines | Siquijor State University,Information Technology Department,Philippines | Northern Iloilo State University,College of Information and Computing Studies,Iloilo,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Main Campus,high,Computing (unspecified),Deep Transfer Learning for Detecting Tuberculosis Bacilli in Microscopy Images,"Ricky C. Sandil, Alvin Sarraga Alon, Marlon D. Hernandez, Bernard C. Fabro, Edgar E. Uy, Ryan S. Evangelista",2025 International Conference on Decision Aid Sciences and Applications (DASA),IEEE,proceedings-article,10.1109/dasa68193.2025.11499076,https://doi.org/10.1109/dasa68193.2025.11499076,Bohol Island State University,"College Preparatory Program Kingdom of Saudi Arabia | De La Salle University | Bulacan State University | Eulogio ""Amang"" Rodriguez Institute of Science and Technology | Bohol Island State University | Sulu State Colloge",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus,Edgar E. Uy,Crossref BISU affiliation,NO,Main Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Optimized Random Forest Regression for Predictive Modeling of Environmental Correlation Metrics in Typhoon Data,"Epifelward Niño O. Amora, Jose C. Agoylo, Jorton A. Tagud, Jimson A. Olaybar, Patrick D. Cerna",2025 3rd International Conference on Sustainable Computing and Smart Systems (ICSCSS),IEEE,proceedings-article,10.1109/icscss64956.2025.11500845,https://doi.org/10.1109/icscss64956.2025.11500845,"Bohol Island State University,College of Sciences,Department of Computer Science,Philippines","Bohol Island State University,College of Sciences,Department of Computer Science,Philippines | Southern Leyte State University,College of Computer Studies and Information Technology,Philippines | Southern Leyte State University,College of Computer Studies and Information Technology | Southern Leyte State University,College of Computer Studies and Information Technology,Philippines | State University of Northern Negros,Graduate School,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,high,Computer Science,iBon: A Web Application for Aerial Fauna Identification and Counting Using Machine Learning,"John Stephen Buslon Malarejes, Vanesa Bea Man-On Salvaleon, Joseph Espina Mission, Max Angelo Dapitilla Perin","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016858,https://doi.org/10.1109/estream66938.2025.11016858,"Bohol Island State University,College of Technology,Computer Science Department,Philippines","Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:John Stephen Buslon Malarejes; author:Joseph Espina Mission; author:Max Angelo Dapitilla Perin; author:Vanesa Bea Man-On Salvaleon,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:John Stephen Buslon Malarejes; author:Joseph Espina Mission; author:Max Angelo Dapitilla Perin; author:Vanesa Bea Man-On Salvaleon,John Stephen Buslon Malarejes; Vanesa Bea Man-On Salvaleon; Joseph Espina Mission; Max Angelo Dapitilla Perin,Crossref BISU affiliation,NO,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,high,Computer Science,Grok-Powered Analysis of Project-Based-Learning Student Feedback,Cecilia T. Gumanoy,2025 8th International Conference on Data Science and Information Technology (DSIT),IEEE,proceedings-article,10.1109/dsit67006.2025.11390029,https://doi.org/10.1109/dsit67006.2025.11390029,"Bohol Island State University,Bohol,Philippines","Bohol Island State University,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Cecilia T. Gumanoy,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Cecilia T. Gumanoy,Cecilia T. Gumanoy,Crossref BISU affiliation,NO,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Clarin Campus,high,Computer Science,Enhancing Scholarship Allocation Through Machine Learning: A Review of Models and Techniques,"Alvin T. Remolado, Cristina E. Dumdumaya","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016866,https://doi.org/10.1109/estream66938.2025.11016866,"Bohol Island State University,College of Science and Management,Philippines","Bohol Island State University,College of Science and Management,Philippines | University of Southeastern Philippines,College of Information and Computing,Davao City,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado,Alvin T. Remolado,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Data Privacy in Machine Learning: A Pipeline for Privacy Risk Assessment,"Epifelward Niño O. Amora, Michelle P. Ombid",2025 3rd International Conference on Sustainable Computing and Data Communication Systems (ICSCDS),IEEE,proceedings-article,10.1109/icscds65426.2025.11167108,https://doi.org/10.1109/icscds65426.2025.11167108,"Bohol Island State University,College of Sciences, Computer Science Department,Philippines","Bohol Island State University,College of Sciences, Computer Science Department,Philippines | Eastern Samar State University,College of Computer Studies,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,Comparative Analysis of Machine Learning Models for Predicting Species Distribution in Fishing Data,Epifelward Niño O. Amora,2025 International Conference on Electronics and Renewable Systems (ICEARS),IEEE,proceedings-article,10.1109/icears64219.2025.10940562,https://doi.org/10.1109/icears64219.2025.10940562,"Bohol Island State University,College of Sciences,Computer Science Department,Philippines","Bohol Island State University,College of Sciences,Computer Science Department,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Candijay Campus,high,Computer Science,An Ensemble-based Predictive Framework for Student PE Performance using Engineered Fitness and Engagement Metrics,"Epifelward Niño O. Amora, Jose C. Agoylo, Haidelyn J. Sacro, Joedee Mark Rodriguez",2025 3rd International Conference on Sustainable Computing and Smart Systems (ICSCSS),IEEE,proceedings-article,10.1109/icscss64956.2025.11500957,https://doi.org/10.1109/icscss64956.2025.11500957,"Bohol Island State University,College of Sciences,Computer Science Department,Philippines","Bohol Island State University,College of Sciences,Computer Science Department,Philippines | Southern Leyte State University,Faculty of Computer Studies and Information Technology,Southern Leyte,Philippines | Southern Leyte State University,Faculty of Computer Studies and Information Technology,Southern Leyte,Philippines | Southern Leyte State University,Faculty of Computer Studies and Information Technology,Southern Leyte,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Epifelward Niño Amora,Epifelward Niño O. Amora,Crossref BISU affiliation,NO,Candijay Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Bilar Campus,high,Computer Science,"A Comparative Study of Bird Species Classification Using K-Nearest Neighbors, Convolutional Neural Networks, and Support Vector Machines","John Stephen Buslon Malarejes, Vanesa Bea Man-On Salvaleon, Joseph Espina Mission, Max Angelo Dapitilla Perin","2025 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream66938.2025.11016879,https://doi.org/10.1109/estream66938.2025.11016879,"Bohol Island State University,College of Technology,Computer Science Department,Philippines","Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines | Bohol Island State University,College of Technology,Computer Science Department,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:John Stephen Buslon Malarejes; author:Joseph Espina Mission; author:Max Angelo Dapitilla Perin; author:Vanesa Bea Man-On Salvaleon,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:John Stephen Buslon Malarejes; author:Joseph Espina Mission; author:Max Angelo Dapitilla Perin; author:Vanesa Bea Man-On Salvaleon,John Stephen Buslon Malarejes; Vanesa Bea Man-On Salvaleon; Joseph Espina Mission; Max Angelo Dapitilla Perin,Crossref BISU affiliation,NO,Bilar Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2025,Main Campus,high,Computer Engineering,"Automated Cabin System for Hygiene Compliance Monitoring with Mask, Hairnet, and Handwash Detection","Francis Jann Alagon, Collien Princess Pepito, Elaine Krissnell Miral, Earl Ryan Aleluya, Cherry Mae Villame, Carl John Salaan, Jeralyn Alagon, Abu Ubaidah Shamsudin",TENCON 2025 - 2025 IEEE Region 10 Conference (TENCON),IEEE,proceedings-article,10.1109/tencon66050.2025.11375134,https://doi.org/10.1109/tencon66050.2025.11375134,"Bohol Island State University,Computer Engineering Department,Tagbilaran City,Philippines","Mindanao State University-Iligan Institute of Technology,Department of Computer Engineering and Mechatronics,Iligan City,Philippines | Mindanao State University-Iligan Institute of Technology,Center for Mechatronics and Robotics,Iligan City,Philippines | Mindanao State University-Iligan Institute of Technology,Center for Mechatronics and Robotics,Iligan City,Philippines | Mindanao State University-Iligan Institute of Technology,Department of Computer Engineering and Mechatronics,Iligan City,Philippines | Mindanao State University-Iligan Institute of Technology,Department of Computer Engineering and Mechatronics,Iligan City,Philippines | Mindanao State University-Iligan Institute of Technology,Center for Mechatronics and Robotics,Iligan City,Philippines | Bohol Island State University,Computer Engineering Department,Tagbilaran City,Philippines | Universiti Tun Hussein Onn Malaysia,Department of Electrical and Electronics Engineering,Johor,Malaysia",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Jeralyn Alagon,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Jeralyn Alagon,Jeralyn Alagon,Crossref BISU affiliation,NO,Main Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2024,Clarin Campus,high,Computing (unspecified),MangroveLens: A Smart Solution for Mangrove Species Identification Through MobileNetV3 Network Architecture and Biodiversity Monitoring,Ariel Christian C. Viodor,"2024 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream61684.2024.10542585,https://doi.org/10.1109/estream61684.2024.10542585,"College of Science and Management, Bohol Island State University-Clarin Campus,Bohol,Philippines","College of Science and Management, Bohol Island State University-Clarin Campus,Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Ariel Christian C. Viodor,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Ariel Christian C. Viodor,Ariel Christian C. Viodor,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2024,Clarin Campus,high,Computer Science,Predicting Geographic Distribution and Potential Habitat of Marine Bivalves *,Alme B. Maravillas,"2024 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream61684.2024.10542596,https://doi.org/10.1109/estream61684.2024.10542596,"Bohol Island State University - Clarin Poblacion Norte,Computer Science Department,Clarin,Bohol,Phillippines","Bohol Island State University - Clarin Poblacion Norte,Computer Science Department,Clarin,Bohol,Phillippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alme B. Maravillas; author:Alme M. Aparicio,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alme B. Maravillas; author:Alme M. Aparicio,Alme B. Maravillas,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2024,Clarin Campus,high,Computer Science,Optimizing MobileNetV3 Using Particle Swarm Optimization Algorithm for the Recognition of Bean Leaf Diseases,Daryl B. Valdez,"2024 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream61684.2024.10542615,https://doi.org/10.1109/estream61684.2024.10542615,"Bohol Island State University - Clarin Campus,Department of Computer Science,Poblacion Norte, Clarin, Bohol,Philippines","Bohol Island State University - Clarin Campus,Department of Computer Science,Poblacion Norte, Clarin, Bohol,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Daryl B. Valdez,Daryl B. Valdez,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
2024,Clarin Campus,high,Computer Science,Implementing a Support Vector Classifier for Student Risk Assessment in Colegio De Getafe: A Machine Learning Approach,"Alvin T. Remolado, Deborah G. Brosas","2024 IEEE Open Conference of Electrical, Electronic and Information Sciences (eStream)",IEEE,proceedings-article,10.1109/estream61684.2024.10542588,https://doi.org/10.1109/estream61684.2024.10542588,"College of Science and Management, Bohol Island State University &#x2013; Clarin Campus,Clarin,Bohol,Philippines","College of Science and Management, Bohol Island State University &#x2013; Clarin Campus,Clarin,Bohol,Philippines | Graduate School Department, Eastern Visayas State University,Tacloban City,Philippines",,,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado,affiliation:Bohol Island State University; affiliation:Bohol Island State University Balilihan; affiliation:Bohol Island State University Bilar; affiliation:Bohol Island State University Calape; affiliation:Bohol Island State University Candijay; affiliation:Bohol Island State University Clarin; affiliation:Bohol Island State University Main Campus; author:Alvin T. Remolado,Alvin T. Remolado,Crossref BISU affiliation,NO,Clarin Campus,full-counting: explicit affiliation and/or confirmed author-campus mapping
